Station city,Station country,Year,Temperature mean,Temperature dev.,Temperature mean max.,Temperature mean min.,Temperature absolute max.,Temperature absolute min.,Precipitation total (mm),Precipitation %,Precipitation no. of days >=1mm,Vapor pressure (hPa),Air pressure at sea level (NN),Sunshine dur. (h),Sunshine dur. (%)
Timisoara,ROU,2003,11,0.3,17.3,5.8,37.9,-21.4,576,97,80,9.6,1018,2364,111
Sibiu,ROU,2003,9,0.5,15.2,3.4,33.9,-19.1,504,80,66,9,1018.5,2033,111
Sulina,ROU,2003,11.2,-0.2,13.8,8.9,31.6,-12,110,39,24,11.9,1017.5,2348,111
Bukarest,ROU,2003,10.3,-0.3,16.9,4.6,38,-20,595,100,65,9.6,1017.2,2220,105
Constanta,ROU,2003,11.5,0,15,8.4,32.5,-12.9,353,89,60,12.8,1018.9,2330,103
Varna,BGR,2003,11.9,-0.1,16.8,7.9,,,459,96,61,11.8,1017.3,2373,120
Sofia,BGR,2003,10.3,0.6,16.1,5.3,,,697,124,80,9.6,1017.9,2358,116
Triest,ITA,2003,15.5,1.3,18.8,12.5,,,633,61,62,12.5,,,
Pisa,ITA,2003,15.7,1.7,20.9,10.7,38.2,-5,746,83,62,13.4,1016.8,2577,113
Termoli,ITA,2003,17.3,,20.4,14.5,38.4,0,418,109,59,,,,
Grazzanise,ITA,2003,15.9,0.8,22,10.1,37.4,-4.2,637,71,67,,,,
Messina,ITA,2003,19.2,0.9,22.8,16.1,40.6,1.2,679,82,69,17.9,,2538,102
Trapani/Birgi,ITA,2003,18.3,0.7,22.7,13.7,38,1.8,725,162,74,16.9,1015.9,2736,102
Luqa,MLT,2003,19.5,0.9,23,16.1,39.8,4.7,905,164,69,16.9,1016.2,2914,99
Kerkyra,GRC,2003,18.6,1.1,22.5,13.4,,,1121,103,76,14,1014.7,2595,102
Larissa,GRC,2003,16,0.5,20.9,9.9,,,415,94,63,12,1016.4,2372,98
Athen (Observat.),GRC,2003,18.8,1.1,23.4,15.3,,,530,141,51,12.3,1016.1,2780,98
Heraklion/Kreta,GRC,2003,19.1,0.7,22,15.4,,,620,124,75,14.4,1014.4,2747,101
Murmansk,RUS,2003,1.4,1.5,4.7,-1.6,,,496,104,122,6.1,1009.7,1302,99
Kanin Nos,RUS,2003,0.2,1.3,2.5,-2.1,,,661,153,158,6.1,1008.2,750,67
Archangelsk,RUS,2003,2.2,1.4,6.5,-1.8,,,769,141,153,7.1,1011.7,1570,96
Tallinn,EST,2003,5.7,0.6,,,,,546,82,114,,,,
St. Petersburg,RUS,2003,5.7,0.7,9.7,2.4,,,842,136,140,8.6,1014.1,1559,95
Klajpeda,LTU,2003,7.7,0.7,10.7,4.6,,,729,99,117,9.3,1016,2069,114
Daugavpils,LVA,2003,6,0.5,,,,,628,99,103,,,,
Vilnius,LTU,2003,6.5,0.5,10.6,3,30,-29.2,648,95,114,8.5,1016.7,1824,115
Minsk,BLR,2003,6.4,0.6,10.3,3,30.9,-27,616,91,99,8.4,1016.7,1743,99
Kasan,RUS,2003,5.1,1.3,9.2,1.8,,,498,91,91,7.9,1017.4,1986,103
Moskau,RUS,2003,5.6,0.7,9.5,2,30.2,-27.7,700,102,123,8.4,1016.2,,
Gomel,BLR,2003,7.3,0.8,11.4,3.4,31.8,-28.2,585,100,90,8.8,1017.6,2055,112
Kiew,UKR,2003,8.1,0.4,12.8,4.4,,,532,82,84,8.7,1018.3,,
Odessa,UKR,2003,10.1,0,,,,,498,107,66,,1018.1,2455,112
Kharkiv(Charkow),UKR,2003,7.4,-0.1,11.4,3.5,,,684,132,87,8.7,1018.4,1958,109
Rostow am Don,RUS,2003,9,-0.6,13.8,5.1,,,617,107,89,9.1,1018.2,2208,104
Jan Mayen,NOR,2002,1.2,2.6,3,-0.4,,,517,75,116,6.1,1009.5,,
Svalbard/Spitzb.,NOR,2002,-4.3,2.1,-1.7,-6.6,,,192,105,47,4.1,1011.2,,
Tromsoe,NOR,2002,3.5,0.7,6.2,0.8,,,976,100,140,7.2,1010.3,,
Bodoe,NOR,2002,5.5,1,8.1,3,,,1060,104,136,7.4,1010.6,,
Bergen,NOR,2002,8.7,1,12,6,,,2031,104,183,9.2,1011.6,,
Oslo,NOR,2002,6.9,1.2,10.7,3.7,,,829,108,110,8.1,1012.8,,
Östersund,SWE,2002,4.1,1.6,7.8,0.6,27,-25.9,396,75,91,7.5,1012.7,1796,117
Stockholm,SWE,2002,8.2,1.6,11.6,5.1,31,-16.6,477,89,90,9.1,1013.1,2142,118
Jönköping,SWE,2002,6.4,1,10.6,1.9,29.1,-25.4,714,94,122,8.5,1013.6,,
Visby,SWE,2002,8.1,1.2,11.4,4.8,31.6,-16.3,390,75,88,9.6,1013.7,2161,115
Sodankylä,FIN,2002,-0.5,0.5,4.4,-5.3,27.2,-35.5,479,96,89,5.7,1012.1,1620,104
Kajaani,FIN,2002,1.6,0.3,6,-3.4,28.6,-37.8,509,94,105,6.7,1012.8,,
Jyväskylä,FIN,2002,3.4,0.8,8,-1.2,27.7,-31,514,80,94,7.2,1012.8,1907,120
Helsinki,FIN,2002,5.8,1.3,9.8,1.6,28.7,-26.5,449,69,86,7.4,1013.2,2163,121
Lerwick,GBR,2002,8.2,1.2,9.9,6.3,20.2,-4,1128,93,196,9.4,1009.5,1153,111
Aberdeen,GBR,2002,9.1,1.2,12.1,6.1,23.3,-12.1,1089,139,162,9.3,1010.5,1407,104
Waddington,GBR,2002,10.6,1.3,13.9,7.2,29.7,-7.6,734,122,128,10.3,1013.1,1319,86
London,GBR,2002,12.2,1.6,15.6,8.6,32.5,-5.3,786,131,128,10.8,1013.9,1630,107
Camborne,GBR,2002,11.2,0.8,13.4,8.8,22.2,-0.7,1237,115,169,11.5,1014.2,1326,81
Valentia,IRL,2002,11,0.5,13.7,8.2,22.4,-1.4,1922,135,211,11.2,1012.2,1237,100
Dublin,IRL,2002,9.9,0.4,13.5,6.3,23.7,-6.6,1096,150,164,10.3,1011.7,1327,92
Belmullet,IRL,2002,10.5,0.8,13.3,7.6,23.1,-1.7,1320,116,212,11.2,1010.1,1340,105
Reykjavik,ISL,2002,5.4,1,8.3,3.1,,,916,115,155,,1004.2,1367,108
Akureyri,ISL,2002,4.2,1,7.8,1.5,,,591,121,110,7,1006.3,894,86
Egedesminde,GRL,2002,-3.3,1.6,,,,,,,,,,,
Nuuk,GRL,2002,-1.1,0.3,,,,,522,72,80,4.7,1005.4,,
Danmarkshavn,GRL,2002,-10.3,2,,,,,183,139,39,2.7,1014.1,,
Angmagssalik,GRL,2002,0.2,1.9,,,,,1090,117,145,5.5,1006.8,,
P. Christian Sund,GRL,2002,1.4,0.7,,,,,1301,52,129,5.4,1001.6,,
Thorshavn/Färöer,DNK,2002,7.4,1,,,,,1165,80,195,8.9,1007.6,,
Kopenhagen,DNK,2002,9.6,0.9,,,,,632,99,98,10.3,1014.4,,
De Bilt,NLD,2002,10.8,1.4,14.8,6.4,33.3,-8.7,923,115,139,11.2,1014.7,1690,114
Brüssel,BEL,2002,11.2,1.3,,,,,1096,137,149,11.1,1015.5,1480,99
Luxemburg,LUX,2002,10,1.6,13.9,6.3,33.5,-14.4,968,111,136,9.8,1016.8,1690,104
Säntis,CHE,2002,-0.4,1.6,,,,,3256,121,174,4.9,,1591,95
Genf,CHE,2002,11.5,1.9,,,,,1167,122,124,10.3,1017.9,1824,108
Brest,FRA,2002,11.7,0.8,15.1,8.8,28.6,-1.1,1348,122,169,12.2,1015.4,1448,83
Paris,FRA,2002,12.3,1.4,16.6,8.4,35.5,-5.6,640,104,118,11.4,1016,,
Strassburg,FRA,2002,11.4,1.4,16,7.4,36.2,-13.5,805,131,120,11,1016.6,1645,100
Bordeaux,FRA,2002,14,1.2,18.8,10,35.8,-3.8,723,78,127,12.4,1017.3,1888,91
Toulouse,FRA,2002,13.9,0.9,18.7,9.7,34.1,-3.2,694,106,103,12.3,1017.6,1902,93
Marseille,FRA,2002,15.7,0.9,20.6,11.4,34.7,-4.7,814,149,68,12.2,1015.6,2825,100
Ajaccio,FRA,2002,15.5,0.7,20.7,10.6,34.7,-4.2,829,128,69,13.9,1015.5,2737,100
La Coruna,ESP,2002,15,0.9,18,12,28.6,4.4,1142,115,136,13.6,1017.2,,
Valladolid,ESP,2002,13.2,1.2,18.9,7.4,37.4,-4,478,108,87,9.6,1016.7,,
Barcelona,ESP,2002,15.7,0.3,19.7,11.6,30.3,1.6,774,118,67,13.6,1017,2536,103
Madrid,ESP,2002,15.3,1.3,20.9,9.7,38.8,-0.4,470,102,68,10.5,1017.2,2760,99
Palma de Mallorca,ESP,2002,16.9,1.1,22.7,11.1,35.5,-1,560,132,61,15.8,1017.2,2749,102
Alicante,ESP,2002,18.5,0.7,23.4,13.6,34.8,3,265,75,39,14.9,1017.2,2869,99
Cadiz,ESP,2002,18.6,0.4,21.6,15.6,31.8,6.6,542,89,58,16.3,1018.4,3027,100
Almeria,ESP,2002,19.1,0.6,23.1,15,35.7,6,159,78,19,14.8,1016.5,,
Gibraltar,GBR,2002,18.6,0.4,21.6,15.6,,,952,123,66,,1018,2753,103
Lajes/Azoren,PRT,2002,17.6,0.7,20.7,14.6,,,1306,103,117,12.8,1020.5,,
Santa Maria/Azoren,PRT,2002,17.8,0.3,,15.2,,,698,90,96,,1021.7,,
Funchal / Madeira,PRT,2002,19.6,0.5,23.4,16.9,,,649,109,65,15.7,1020.2,2299,106
Lissabon,PRT,2002,17,0.2,21,13.8,,,811,108,83,15.2,1017.6,2630,94
Helgoland,DEU,2002,10.4,1.3,12,8.8,25.5,-4.5,780,109,134,11.2,1014,1701,101
Hamburg-Fuhlsb.,DEU,2002,9.8,1.2,13.5,6.2,33.6,-10.8,984,128,149,10.5,1014.5,1468,94
Greifswald,DEU,2002,9.5,1.4,12.7,6.2,31.8,-12,615,109,112,10.7,1014.7,1619,93
Berlin-Tegel,DEU,2002,10.4,1.1,14.1,6.6,33.8,-12.5,648,117,114,9.9,1015,1595,98
Essen,DEU,2002,10.7,1.1,14.1,7.3,33.6,-9.8,1055,113,150,10.3,1015.3,1446,100
Dresden,DEU,2002,9.8,0.9,13.7,6,32.5,-15.1,790,114,105,10,1016.1,1652,105
Frankfurt/Main,DEU,2002,11.2,1.5,15.6,6.9,37.5,-16,779,118,122,10.7,1016.5,1620,102
Stuttgart,DEU,2002,10.1,1.5,14.5,5.5,35,-15.4,1111,155,140,10.6,1016.8,1772,105
Zugspitze,DEU,2002,-3.5,1.3,-0.8,-6,15.8,-23.1,2225,111,182,4.1,,,96
Wien,AUT,2002,11.3,1.6,15.5,8,,,819,135,117,10.9,1016.4,1991,104
Innsbruck,AUT,2002,9.7,1.5,15.7,5.2,,,984,108,129,10.1,1016.9,1955,102
Sonnblick,AUT,2002,-4.2,1.5,-2.3,-5.9,,,1872,116,198,4.1,,1609,97
Prag,CZE,2002,9.1,1.3,13.4,5,32.6,-15.6,679,129,109,9.9,1016.6,1689,102
Brünn,CZE,2002,9.9,1.2,14.2,5.7,33.2,-18.8,561,115,98,10,1016.9,1878,111
Sliac,SVK,2002,9,1.1,14.9,3.8,34.5,-25,805,117,106,9.4,1017,1821,110
Poprad,SVK,2002,7.1,1.3,12.8,1.9,30.4,-26.5,670,116,105,8.1,,1948,108
Elbing,POL,2002,9.2,1.6,13.2,5.5,,,645,94,117,9.8,1015.2,1572,102
Warschau,POL,2002,9.3,1.5,13.8,5,,,554,107,96,10,1016.1,2268,98
Breslau,POL,2002,10,1.6,14.7,4.9,,,495,84,86,10.3,1016.4,1725,115
Budapest,HUN,2002,11.9,1.4,16.6,7.5,,,513,99,83,9.9,1016.6,,
Debrecen,HUN,2002,11.2,1.4,16.3,6.5,,,533,94,80,10.5,1016.6,1951,98
Pecs,HUN,2002,11.9,1.5,16.8,7.7,,,688,111,86,11,1015,1921,92
Belgrad,SRB,2002,13.7,1.8,18.6,9.5,37.4,-13.5,596,87,87,11,1017,2023,100
Podgorica,MNE,2002,,,,,,,1308,79,99,,,,
Skopje,MKD,2002,12.9,,18.2,8,,,721,,97,,,2004,
Ljubljana,SVN,2002,11.8,2,16.4,7.6,34.9,-12.9,1289,93,114,11,1017.3,1924,112
Zagreb,HRV,2002,13,1.7,17.5,9.7,35.1,-8.6,1063,121,111,11.3,1016.3,2000,111
Split,HRV,2002,16.9,1.1,20.1,14.1,36.1,-3.7,920,112,83,12.3,1014.7,2514,97
Mostar,BIH,2002,15.8,1.3,21,11.3,,,1384,97,132,11.9,1016.1,2168,94
Sarajevo,BIH,2002,11,1.6,16.5,6.5,34,-17.4,965,105,148,9.8,1017.2,1769,99
Cluj,ROU,2002,9.8,1.5,16.3,4.7,35.9,-21.9,464,85,100,9.1,1017.1,2052,102
Timisoara,ROU,2002,12.3,1.6,18.2,6.6,36.8,-16.5,575,97,89,10.3,1016.5,2165,102
Sibiu,ROU,2002,9.6,1.1,15.9,4.1,33.3,-26.5,570,91,86,9.5,1017.2,1878,103
Sulina,ROU,2002,12.7,1.3,15.3,10.5,32.2,-13.5,216,77,34,14,1016.2,2433,115
Bukarest,ROU,2002,10.9,0.3,17.9,4.9,38.2,-25.6,607,102,75,9.9,1015.5,2147,102
Constanta,ROU,2002,12.9,1.4,17,9.7,33.2,-13.6,429,108,49,14.3,1017.7,2297,101
Varna,BGR,2002,13.2,1.2,18.2,9.4,,,576,120,70,12.6,1016.4,2305,116
Sofia,BGR,2002,10.6,0.9,15.8,6.4,,,653,116,95,9.9,1016.7,1979,98
Triest,ITA,2002,15.6,1.4,,,,,1053,101,99,12.7,,2045,97
Pisa,ITA,2002,15.1,1,20,10.4,37.6,-7,1148,127,88,13.7,,2210,97
Termoli,ITA,2002,17.3,,,,,,446,116,78,,,,
Grazzanise,ITA,2002,15.6,0.6,21.3,10.2,36,-4.4,747,83,79,,,,
Messina,ITA,2002,18.8,0.5,22.4,15.9,39,2.8,864,104,86,17.8,,,
Trapani/Birgi,ITA,2002,18.3,0.6,22.5,13.8,38.8,1,425,95,53,16.2,,2774,104
Luqa,MLT,2002,19.4,0.8,22.8,16.1,38.8,5.3,455,82,53,16.4,1016.4,2969,101
Kerkyra,GRC,2002,18.3,0.8,22.1,13.6,,,1352,124,84,11.8,1014.7,2441,96
Larissa,GRC,2002,16.2,0.7,21.5,9.7,,,583,132,65,9.3,1015.9,2233,92
Athen (Observat.),GRC,2002,18.9,1.2,23.6,15.5,,,905,240,57,13.3,1016,2873,101
Heraklion/Kreta,GRC,2002,19.3,0.9,22.4,15.5,,,516,103,66,15.1,1015,2836,105
Murmansk,RUS,2002,-0.1,0,3.2,-3.1,,,492,103,129,5.7,1011.4,,
Kanin Nos,RUS,2002,-1,0.1,1.1,-3.4,,,501,116,149,5.6,1009.7,886,79
Archangelsk,RUS,2002,0.5,-0.3,4.8,-3.8,,,538,99,119,6.2,1011.5,1615,99
Tallinn,EST,2002,6.3,1.2,9.6,2.4,,,537,81,105,8.3,1013.8,,
St. Petersburg,RUS,2002,6,1,10.1,2.3,,,612,99,106,8.3,1013.8,1829,112
Klajpeda,LTU,2002,8.7,1.6,12,5.5,,,659,90,120,9.2,1014.5,2195,121
Daugavpils,LVA,2002,6.9,1.4,,,,,457,72,98,,,,
Vilnius,LTU,2002,7.6,1.6,12.1,3.5,33.7,-23.8,615,90,112,8.4,1015.5,2002,126
Minsk,BLR,2002,7.7,1.9,11.9,3.8,33.8,-21.5,594,88,105,8.3,1015.8,1982,113
Kasan,RUS,2002,4.8,1,8.7,1.1,,,581,106,116,7.4,1014.7,1847,96
Moskau,RUS,2002,6.2,1.3,10.2,2.1,32.5,-26.8,534,78,102,,,,
Gomel,BLR,2002,8.5,2,12.8,4.1,35.3,-21.6,547,93,87,9.1,1016.7,2141,117
Kiew,UKR,2002,9.3,1.6,13.5,5.5,,,697,107,94,9.3,1017.1,,
Odessa,UKR,2002,11.5,1.4,15.2,8.2,,,425,92,59,11,1017,,
Kharkiv(Charkow),UKR,2002,8.9,1.4,13,4.7,,,491,95,81,8.9,1017.1,1991,111
Rostow am Don,RUS,2002,10.2,0.6,15.2,5.7,,,552,95,79,9.5,1017.1,,
Jan Mayen,NOR,2001,-0.4,1,1.8,-2.4,,,632,91,108,5.5,1009.6,,
Svalbard/Spitzb.,NOR,2001,-4.6,1.8,-1.7,-7.2,,,195,107,63,4.2,1010.4,,
Tromsoe,NOR,2001,3.1,0.3,5.8,0.2,,,1125,116,139,7,1008.8,,
Bodoe,NOR,2001,4.5,-0.1,7,2.2,,,1033,102,163,7.1,1009.2,1305,103
Bergen,NOR,2001,7.7,-0.1,10.9,4.9,,,2084,106,190,,,,
Oslo,NOR,2001,6.1,0.4,9.8,3,,,773,101,113,7.6,1011.6,1703,102
Östersund,SWE,2001,2.8,0.2,6.4,-0.4,27,-30.5,671,128,104,7.1,1011.5,1438,94
Stockholm,SWE,2001,7.6,1,10.8,4.7,31.8,-19.7,571,106,105,9,1011.6,,
Jönköping,SWE,2001,5.7,0.4,9.7,1.6,30.6,-24.2,744,98,133,8.3,1012.4,,
Visby,SWE,2001,7.5,0.6,10.5,4.6,29.2,-22.2,476,92,100,9.7,1012.4,1859,99
Sodankylä,FIN,2001,-0.5,0.5,4.2,-5.1,28.3,-37.7,547,109,121,5.7,1011.1,1540,99
Kajaani,FIN,2001,1.5,0.2,5.6,-3,28.3,-34.5,497,92,112,6.7,1011.8,,
Jyväskylä,FIN,2001,3.1,0.5,7.4,-1.3,29.4,-33.4,598,94,119,7.2,1011.7,1658,104
Helsinki,FIN,2001,5.6,1.1,9.2,1.8,30.1,-24.6,687,106,123,7.9,1011.6,1797,101
Lerwick,GBR,2001,7.2,0.3,9,5.4,16.6,-7.3,1138,93,193,8.9,1010.8,1132,109
Aberdeen,GBR,2001,8.5,0.5,11.3,5.5,27.1,-12.9,813,104,143,9.1,1012.3,1437,106
Waddington,GBR,2001,9.9,0.6,13.1,6.5,30.4,-6,638,106,128,10,1014.5,1611,105
London,GBR,2001,11.4,0.8,14.9,7.8,31.9,-4.3,706,118,124,10.4,1015.2,1746,115
Camborne,GBR,2001,11.1,0.8,13.5,8.7,26.1,-2,848,79,141,11.2,1015.8,1783,109
Valentia,IRL,2001,10.7,0.2,13.6,7.7,23.2,-7.9,1253,88,185,11.1,1015,1486,120
Dublin,IRL,2001,9.3,-0.2,13.2,5.4,26.9,-7.9,630,86,128,10,1014.2,1535,107
Belmullet,IRL,2001,10.2,0.5,13.1,7.2,23.1,-4.4,991,87,187,11,1013.4,1444,113
Reykjavik,ISL,2001,5.2,0.8,8.3,2.6,,,790,99,143,,1007.8,1391,110
Akureyri,ISL,2001,4.2,1,7.8,1.4,,,472,97,105,6.7,1008.8,1061,102
Egedesminde,GRL,2001,-3.2,1.7,,,,,253,92,68,4.2,1009.5,,
Nuuk,GRL,2001,-0.1,1.3,,,,,,,,5.2,1008.4,,
Danmarkshavn,GRL,2001,-11.3,1,,,,,155,117,39,2.4,1014.1,,
Angmagssalik,GRL,2001,-0.5,1.2,,,,,1045,112,114,5.1,1009.1,,
P. Christian Sund,GRL,2001,1.6,0.9,,,,,1852,74,140,5.9,1007.2,,
Thorshavn/Färöer,DNK,2001,6.7,0.3,,,,,1216,83,164,8.3,1009.5,,
Kopenhagen,DNK,2001,8.8,0.2,,,,,538,85,89,10.3,1013.5,,
De Bilt,NLD,2001,10.4,1,14.3,6.3,31.6,-9,1038,129,157,11,1014.9,1623,110
Brüssel,BEL,2001,10.7,0.8,14.1,7.1,31.4,-6.5,1089,136,155,11.1,1015.8,1456,98
Luxemburg,LUX,2001,9.5,1.2,13.4,5.9,31.7,-12.3,980,112,141,9.6,1017,1725,106
Säntis,CHE,2001,-1.1,0.9,,,,,3549,131,188,4.8,,1620,97
Genf,CHE,2001,11.1,1.4,,,,,1219,128,131,10.2,1018.1,1815,107
Brest,FRA,2001,11.3,0.4,14.9,8,29.9,-3.9,1300,117,160,11.9,1016.4,1598,91
Paris,FRA,2001,11.7,0.8,15.8,8.1,34.9,-5.1,867,140,136,11.1,1016.5,,
Strassburg,FRA,2001,11,1,15.7,7.1,34.5,-15.3,693,113,127,10.7,1016.9,1771,108
Bordeaux,FRA,2001,13.5,0.8,18.3,9.5,36.4,-8.9,807,87,121,11.9,1017.9,1915,92
Toulouse,FRA,2001,13.5,0.5,18.4,9.2,36.9,-9.7,645,98,97,12.1,1018.1,2055,100
Marseille,FRA,2001,15.5,0.7,20.5,11.2,36.5,-6.7,350,64,46,11.9,1015.6,2963,105
Ajaccio,FRA,2001,15.8,0.9,20.9,10.8,33.4,-2,385,60,54,13.6,1015.5,2762,101
La Coruna,ESP,2001,14.8,0.7,17.7,11.8,28.8,0.6,1084,109,130,12.7,1017.6,2182,111
Valladolid,ESP,2001,12.8,0.8,18.8,6.8,37.6,-10.8,409,92,62,9.3,1017.1,2741,108
Barcelona,ESP,2001,15.3,-0.1,19.1,11.5,30.2,-3.6,474,72,44,13.1,1017.1,,
Madrid,ESP,2001,15.3,1.3,20.9,9.5,38.8,-6.6,392,85,65,9.6,1017.4,2861,102
Palma de Mallorca,ESP,2001,17,1.1,23.1,10.8,41.4,-2.2,353,83,40,16,1017.1,2912,108
Alicante,ESP,2001,18.8,0.9,23.7,13.9,36.8,1,406,114,41,14.6,1017.1,2907,100
Cadiz,ESP,2001,18.8,0.6,21.7,15.9,34.6,5.4,368,61,46,15.3,1018.6,3003,100
Almeria,ESP,2001,19.5,0.9,23.4,15.5,40.6,5.4,115,56,19,15,1016.4,3059,104
Gibraltar,GBR,2001,18.8,0.6,21.7,15.8,,,729,94,57,,1017.9,2846,106
Lajes/Azoren,PRT,2001,17.8,0.8,,,,,1229,97,147,,,,
Santa Maria/Azoren,PRT,2001,18.2,0.7,,,,,881,114,128,16.8,1020.5,,
Funchal / Madeira,PRT,2001,19.8,0.8,,,,,732,123,57,15.7,1019.9,,
Lissabon,PRT,2001,16.9,0.1,20.8,13.7,,,748,99,78,14.8,1017.5,2712,97
Helgoland,DEU,2001,9.8,0.7,11.5,8,24.6,-3.6,940,131,146,10.8,1013.6,1671,99
Hamburg-Fuhlsb.,DEU,2001,9.2,0.6,12.9,5.4,32.5,-10.3,874,114,143,10.1,1014.2,1405,90
Greifswald,DEU,2001,8.9,0.8,12.3,5.5,34.1,-11.2,607,108,117,10.2,1014.1,1602,92
Essen,DEU,2001,10.2,0.6,13.6,6.9,33.5,-7.8,1008,108,164,10.1,1015.5,1415,97
Dresden,DEU,2001,9.1,0.2,12.7,5.5,32.5,-13.2,685,98,125,9.8,1015.9,1475,93
Frankfurt/Main,DEU,2001,10.8,1.1,15,6.5,33.8,-13.7,754,115,137,10.2,1016.5,1564,99
Stuttgart,DEU,2001,9.8,1.2,14.3,5.2,34.2,-18.5,813,113,139,10,1017,1755,104
Zugspitze,DEU,2001,-4.5,0.3,-1.6,-7,14.4,-29.7,2531,126,198,3.9,,1747,94
Wien,AUT,2001,10.6,0.8,14.8,7.3,,,537,89,97,10.6,1016.2,1910,100
Innsbruck,AUT,2001,8.8,0.6,14.3,4.7,,,1045,114,127,9.7,1017.6,1889,99
Sonnblick,AUT,2001,-5.4,0.3,-3.4,-7.2,,,1955,121,211,3.7,,1641,99
Prag,CZE,2001,8.3,0.4,12.4,4.3,31.3,-16,598,114,118,9.7,1016.7,1612,97
Brünn,CZE,2001,9.1,0.4,13.3,5.1,34.2,-18.6,569,117,94,10,1016.6,1750,103
Sliac,SVK,2001,8.5,0.5,14,3.6,33,-23.2,764,111,106,9,1016.3,1808,109
Poprad,SVK,2001,6.4,0.6,11.8,1.6,31,-18.5,737,127,103,7.9,,1922,107
Elbing,POL,2001,8.1,0.5,,,,,841,122,128,9.9,1014.1,,
Warschau,POL,2001,8.3,0.5,,,,,546,105,109,10,1015.2,,
Breslau,POL,2001,9,0.7,,,,,621,105,113,10.1,1015.5,,
Budapest,HUN,2001,11,0.6,15.5,6.6,,,560,108,80,9.7,1015.9,1987,101
Debrecen,HUN,2001,10.3,0.5,15.1,5.5,,,586,104,85,10.1,1016.1,1904,96
Pecs,HUN,2001,10.9,0.5,15.8,6.4,,,656,106,91,10.2,1015.1,1999,95
Belgrad,SRB,2001,12.6,0.8,17.4,8.6,37.8,-12.8,889,130,99,,,,
Ljubljana,SVN,2001,11.4,1.6,16.3,7,35.2,-14.5,1330,96,113,10.4,1017,1993,116
Zagreb,HRV,2001,12.5,1.2,17.2,8.9,34.7,-10.7,844,96,97,10.6,1016.1,1938,108
Split,HRV,2001,16.6,0.8,19.9,13.6,36.5,-3.7,897,109,75,,,,
Mostar,BIH,2001,15.4,0.9,20.8,10.6,41.3,-3.9,1257,88,116,11.2,1015.6,2378,103
Sarajevo,BIH,2001,10.3,0.8,15.9,5.5,35.4,-12.6,1155,126,152,9.2,1017.3,1828,102
Cluj,ROU,2001,8.9,0.6,14.4,4.5,34.3,-21,812,148,103,9.4,1016.7,1976,98
Timisoara,ROU,2001,11.3,0.7,17.1,6.6,37.4,-15.9,684,115,97,10,1015.9,2173,102
Sibiu,ROU,2001,9,0.4,15.3,3.5,34.8,-26.7,738,118,93,9.6,1016.2,1818,99
Sulina,ROU,2001,12.4,1,15.1,9.8,31.2,-12.8,135,48,35,13.5,1015.7,2301,109
Bukarest,ROU,2001,10.7,0.1,17.8,4.9,37.5,-16.6,492,83,79,9.9,1014.8,2279,108
Constanta,ROU,2001,12.7,1.2,16.5,9.5,33.6,-11,402,102,50,14,1016.7,2420,107
Varna,BGR,2001,13.3,1.4,,,,,353,74,54,,,,
Sofia,BGR,2001,10.6,0.9,16.5,6.1,,,518,92,79,9.6,1016.7,2269,112
Triest,ITA,2001,15.3,1.1,18.7,12,34.6,-9.4,917,88,91,12,1015.4,2097,99
Pisa,ITA,2001,15,1,20.2,10.1,36.4,-5,685,76,79,13.4,1015.5,2365,104
Termoli,ITA,2001,17.1,,20.4,14.7,39,2,266,69,47,,,,
Grazzanise,ITA,2001,15.7,0.6,21.6,10,35,-4,652,73,67,,,,
Messina,ITA,2001,19.4,1.1,23,16.2,35.6,3,647,78,74,16.6,1015.4,2713,109
Trapani/Birgi,ITA,2001,18.6,0.9,22.7,14.3,36.2,1.2,453,101,53,,,,
Luqa,MLT,2001,20,1.3,23.7,16.2,37.1,4.3,340,62,54,17.3,1016.4,3145,107
Kerkyra,GRC,2001,18.5,1,22.5,13,,,917,84,77,11.3,1014.2,2504,98
Larissa,GRC,2001,16.5,1,,,,,354,80,48,,,,
Heraklion/Kreta,GRC,2001,19.6,1.1,22.6,15.7,,,650,130,56,14.5,1014.2,2823,104
Murmansk,RUS,2001,0.5,0.6,3.9,-2.6,,,423,89,99,5.8,1010.7,1362,103
Archangelsk,RUS,2001,0.9,0.1,5.4,-3.3,,,515,95,110,6.6,1012.3,1708,104
Tallinn,EST,2001,6.1,1,11,2.7,,,764,115,133,8.6,1012.2,1834,104
St. Petersburg,RUS,2001,5.7,0.8,11.1,-0.2,,,686,111,114,8.6,1012.7,1635,100
Klajpeda,LTU,2001,7.9,0.9,,,,,851,116,131,9.3,1013.2,1790,99
Daugavpils,LVA,2001,6.4,0.9,,,,,674,106,128,,,,
Vilnius,LTU,2001,6.8,0.8,11,3.3,33.1,-20.4,656,96,125,9,1014.3,1962,124
Minsk,BLR,2001,7,1.2,10.9,3.4,32.9,-20.4,712,105,120,8.8,1014.5,1800,102
Kasan,RUS,2001,5.3,1.5,11.1,-0.4,,,687,125,115,7.8,1015.3,,
Moskau,RUS,2001,5.9,1,9.9,2.2,,,762,111,136,9.1,1014.6,,
Gomel,BLR,2001,7.8,1.3,11.8,4,35.1,-19.8,693,118,115,9.7,1015.5,1966,108
Kiew,UKR,2001,8.8,1,12.8,5.1,,,633,98,94,9.5,1015.9,,
Odessa,UKR,2001,11.1,1,,,,,473,102,65,10.9,1016,2398,110
